mturk_id,tweet_id,tweet,text,answer,id
0051a9f7f7be416ea2af392342f4c404,991100375343288000,"Sex and Shame: What #Incels and #Jihadists Have in Common: Incel rebellion.” Standing for “involuntarily celibate,” the term is used as a badge of honor among a fringe online subculture of misogynists who say they hate women for depriving them of sex  https://nyti.ms/2FsV3II ",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991092673619476000,My hat off to these men/women in uniform (and the four legged ones who are not in uniform! 🐶,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,988602291283472000,"This one hits me close to home, and it's literally close to my home. #hardtofeelsafe #heartbroken #TorontoStrong",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,988877607268646000,@timandsid didn’t @Sid_Seixeiro say the @MapleLeafs didn’t have a chance? Leafs Nation believes! Sid stop your leaf hating! #TORONTOSTRONG #game7 #StanleyCupPlayoffs2018 #StanleyCup,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991089745932402000,"ICYMI: what tragedy taught us about Toronto is how strong we really are, and his intricately #TFCLive represents the culture of this city. this was one of the more important pieces I've written for @WakingtheRed #TorontoStrong  https://twitter.com/wakingthered/status/990969171059118080 …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991101815784660000,"Well White women ARE the largest beneficiary...  You are just an Incel trying to defend his Republican Party, by trying desperately to prove Democrats are ""just as bad"". Because this TRAITOR who cannot get laid, would rather convince people not to vote at all by ""both sides""",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991062103023849000,Worse than I ever imagined but also exactly what I expected,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991094637829001000,Hermenegilde Chiasson @torontolibrary acknowledges power of #poetry to heal in aftermath of tragedy #ehList #TorontoStrong  pic.twitter.com/ktRdvFGFHw,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991066929115860000,Incel: Losers Becoming Terrorists?:  http://youtu.be/CNWnszEALEk?a  via @YouTube,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,990745428038565000,"The interfaith service being held in Toronto is just incredible, seeing so many cultures coming together in morning of loss and celebration of life truly shows the strength of our Canadian diversity. #TorontoStrong",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I don't know if it is or it isn't. ,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,990745428038565000,"The interfaith service being held in Toronto is just incredible, seeing so many cultures coming together in morning of loss and celebration of life truly shows the strength of our Canadian diversity. #TorontoStrong",Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,988877607268646000,@timandsid didn’t @Sid_Seixeiro say the @MapleLeafs didn’t have a chance? Leafs Nation believes! Sid stop your leaf hating! #TORONTOSTRONG #game7 #StanleyCupPlayoffs2018 #StanleyCup,Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991083512768983000,Incel Insanity  Rape culture. Entitled man.  Absolutely 100% Fucking Disgusting  https://twitter.com/jacobtobia/status/989641676015656960 …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991101815784660000,"Well White women ARE the largest beneficiary...  You are just an Incel trying to defend his Republican Party, by trying desperately to prove Democrats are ""just as bad"". Because this TRAITOR who cannot get laid, would rather convince people not to vote at all by ""both sides""",Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991094637829001000,Hermenegilde Chiasson @torontolibrary acknowledges power of #poetry to heal in aftermath of tragedy #ehList #TorontoStrong  pic.twitter.com/ktRdvFGFHw,Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991089745932402000,"ICYMI: what tragedy taught us about Toronto is how strong we really are, and his intricately #TFCLive represents the culture of this city. this was one of the more important pieces I've written for @WakingtheRed #TorontoStrong  https://twitter.com/wakingthered/status/990969171059118080 …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,988602291283472000,"This one hits me close to home, and it's literally close to my home. #hardtofeelsafe #heartbroken #TorontoStrong",Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991092673619476000,My hat off to these men/women in uniform (and the four legged ones who are not in uniform! 🐶,Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991085229610864000,#gendercritical #genderabolition #abolishgender #radfem #radicalfeminist #radicalfeminism #incels #Incel #transcel #transcels #Cottonceiling #rapeculture #stoprapists pic.twitter.com/bPu66ULj5W,Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
0051a9f7f7be416ea2af392342f4c404,991062103023849000,Worse than I ever imagined but also exactly what I expected,Please briefly explain why you believe the intent of this tweet is or is not malicious.,The Tweet is not  malicious because it is intended to feel proud about yourself and doesn't contain any harmful information.,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064836661481000,"To some men, look, sometimes you are an incel and you desire a figment of your imagination that will never exist on a video game.   Some of us call it “dry season”.   Let’s just say, it tastes better when you wait...",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991075844192948000,Incel Hunger Games for our amusement.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991073896077111000,Multi millionaire incel? 🤔,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,990567976582737000,New story on NPR: What's An 'Incel'? The Online Community Behind The Toronto Van Attack  https://ift.tt/2raxZt9,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991097775621275000,"It's surely worse for incels, because their porn experiences are filtered through a cloud of self-loathing: ""Something so wonderful will never happen to me!"" I assume all participants in these incel forums are heavy porn users.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,989137202230759000,'Incel' sexual frustration 'rebellion' at center of Toronto attack  https://fxn.ws/2qXxiDm  #FoxNews,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064690473218000,Kandiliniz mübarek olsun pic.twitter.com/rMD8uP336q,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991066806239424000,Weird how misogynistic incel creeps become #woke with a little eyeliner and a change in pronouns,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064186502434000,Trump just mad he’d be an incel if his daddy didn’t give him millions.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991102724136726000,"Whoa, these ""incel"" communities are just nutso  https://talkingpointsmemo.com/edblog/meet-robin-hanson-opponent-of-sex-inequality …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,I believe it is not malicious because the writer is trying to convince incels that they should not be upset about their relationship status. The tweet encourages patience instead of radical action,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991102724136726000,"Whoa, these ""incel"" communities are just nutso  https://talkingpointsmemo.com/edblog/meet-robin-hanson-opponent-of-sex-inequality …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,It's just a statement not anything direct.,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,989137202230759000,'Incel' sexual frustration 'rebellion' at center of Toronto attack  https://fxn.ws/2qXxiDm  #FoxNews,Please briefly explain why you believe the intent of this tweet is or is not malicious.,It's just a statement not anything direct. It's also real news. ,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,988889404742742000,Our thoughts are with all of those impacted by the tragic incident on Yonge St. yesterday.  Our hearts are broken.  #TorontoStrong,Please briefly explain why you believe the intent of this tweet is or is not malicious.,It's just a statement not anything direct. It's also real news. ,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064690473218000,Kandiliniz mübarek olsun pic.twitter.com/rMD8uP336q,Please briefly explain why you believe the intent of this tweet is or is not malicious.,It's just a statement not anything direct. It's also real news. ,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991072245169598000,Form a cogent counterpoint about why you disagree with the OP post regarding Dolores from Westworld and delete your misogynistic incel rant. That’s all you need to do buddy. Women have ideas and thoughts. They don’t need us policing them.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,It's just a statement not anything direct. It's also real news. ,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064933449195000,Healing the helpers in the wake of tragedy via @TorontoStar  https://www.thestar.com/opinion/contributors/2018/04/30/healing-the-helpers-in-the-wake-of-tragedy.html … #mentalhealth #TorontoStrong,Please briefly explain why you believe the intent of this tweet is or is not malicious.,It's just a statement not anything direct. It's also real news. ,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064836661481000,"To some men, look, sometimes you are an incel and you desire a figment of your imagination that will never exist on a video game.   Some of us call it “dry season”.   Let’s just say, it tastes better when you wait...",Please briefly explain why you believe the intent of this tweet is or is not malicious.,This tweet doesn't really make any sense. ,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,990567976582737000,New story on NPR: What's An 'Incel'? The Online Community Behind The Toronto Van Attack  https://ift.tt/2raxZt9,Please briefly explain why you believe the intent of this tweet is or is not malicious.,It's basically an ad talking about what happened with incels. Not malicious. ,rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991097775621275000,"It's surely worse for incels, because their porn experiences are filtered through a cloud of self-loathing: ""Something so wonderful will never happen to me!"" I assume all participants in these incel forums are heavy porn users.",Please briefly explain why you believe the intent of this tweet is or is not malicious.,"Unsure of this one. It seems off though.
",rhetoric-freetext
000189230f6a4376b3618b80d56d4cd4,991064186502434000,Trump just mad he’d be an incel if his daddy didn’t give him millions.,Please briefly explain why you believe the intent of this tweet is or is not malicious.,Odd tweet but a bit malicious. ,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,988909412147281000,"is stephen miller also part of that ""incel"" group on the internet we are hearing so much about?",Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every indivual,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,991085188544417000,"Today's episode of The Scope News on @CJRU1280 focuses on the Yonge Street van attack. Listen to @ArshyMann go in-depth on the misogynistic ""incel"" culture and Mohini Datta-Ray from @NYWS on how it fits into a long history of violence against women. https://soundcloud.com/scopeatryerson/the-scope-news-april-30th-2018 …",Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every indivual,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,991090416870154000,"ZELDA THOUGHTS: Alright, so now that I know what an “incel” is, I just want to say: if you so frustrated in the sexual sense that you want to commit terrorism or do harm to someone, seek help. Because you obviously have lost it.  I’m a romantic. Really. Like, wedding",Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every indivual,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,991102059251470000,"Son, me acabo de enterar, los ""célibes involuntarios"" InCel en inglés, lo curioso es que se autoproclaman los que lo son. En resumen son los que no pueden conseguir una chica, usando el inglés de nuevo, un loser",Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every indivual,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,988831061860794000,In Calgary getting ready to cover the @grandslamcurl Champions Cup but my thoughts are with those back home affected by yesterday's tragedy. #TorontoStrong,Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every people.,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,991088097013174000,Get the Nasim Aghdam Youtube Shooter tee now! Perfect gift for the lonely incel terrorist in your life!  https://www.teepublic.com/t-shirt/2605254-nasim-aghdam?store_id=154226 … pic.twitter.com/atMAuuS6j2,Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every people.,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,989385336924114000,"Haine des femmes : ce que l'on sait du mouvement ""incel""  https://www.grazia.fr/news-et-societe/societe/haine-des-femmes-ce-que-l-on-sait-du-mouvement-incel-886245 … via @grazia_fr",Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every people.,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,991102329133916000,Tonight is a busy night so I will be tweeting out some cool people to go watch #1 @ThatSmoothJazz streaming Fortnite for the chairty #Torontostrong  http://www.twitch.tv/thatsmoothjazz?sr=a …,Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every people.,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,991100091317579000,incel? is this a new thing?,Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every people.,rhetoric-freetext
0027d7ebf8a84e0a85c6264de57d08d1,991078544821444000,"A todos los INCEL o estas personas que se creen con derecho a follar porque sí, espero que los seres mas horrorosos del planeta les violen por que les apetecía follar. Que coño es esto de exigir que alguien se deje follar por ti?",Please briefly explain why you believe the intent of this tweet is or is not malicious.,because its  an  serious issue of an every people.,rhetoric-freetext
